RecipeId,Name,Ingredients,Calories,FatContent,ProteinContent,CarbohydrateContent,RecipeServings,Rating
239,Fresh Soup,"['soy sauce', 'cream', 'ginger', 'orange', 'paneer', 'pasta']",441,21.0,7.0,46.9,4,4.4
240,Spicy Curry,"['cream', 'cheese', 'almonds']",365,4.7,29.9,48.1,2,4.9
241,Savory Pasta,"['strawberry', 'lettuce', 'spinach', 'spices', 'grapes']",337,22.1,24.4,22.1,2,4.3
242,Grilled Bowl,"['garlic', 'tomato', 'rice', 'beans', 'banana']",429,28.5,8.4,24.4,2,4.3
243,Crispy Salad,"['tofu', 'cashew', 'zucchini', 'avocado']",499,28.5,15.9,34.1,3,4.6
244,Fresh Curry,"['tofu', 'tomato', 'bread', 'milk']",238,12.4,26.7,52.3,2,4.6
245,Crispy Soup,"['tomato', 'garlic', 'chicken', 'yogurt', 'carrot', 'bread']",540,29.8,3.4,37.5,2,4.4
246,Crispy Bowl,"['strawberry', 'almonds', 'spinach', 'orange', 'egg', 'pasta']",391,29.0,35.3,6.3,2,4.5
247,Tangy Wrap,"['potato', 'almonds', 'corn']",544,1.9,11.7,55.5,2,4.6
248,Savory Bowl,"['spices', 'paneer', 'broccoli', 'bread']",187,18.5,22.3,45.1,3,4.1
249,Crispy Soup,"['paneer', 'soy sauce', 'bell pepper', 'broccoli']",158,27.7,3.8,53.1,2,3.7
250,Crispy Wrap,"['paneer', 'chicken', 'honey', 'corn', 'peas']",450,29.1,39.8,51.4,1,4.7
251,Zesty Pasta,"['milk', 'orange', 'lemon']",184,7.4,27.2,61.7,1,4.3
252,Zesty Bowl,"['garlic', 'cucumber', 'lemon', 'grapes', 'spinach', 'onion']",157,17.4,26.8,48.9,1,4.3
253,Crispy Pasta,"['carrot', 'lemon', 'almonds', 'apple', 'broccoli']",284,28.2,2.8,57.6,4,4.5
254,Zesty Wrap,"['milk', 'orange', 'corn']",260,5.1,28.2,10.4,1,4.3
255,Creamy Stir Fry,"['broccoli', 'rice', 'pasta', 'soy sauce']",170,22.6,17.8,74.6,1,4.4
256,Fresh Stir Fry,"['cucumber', 'egg', 'potato', 'soy sauce', 'tomato', 'broccoli']",180,7.9,16.4,13.0,4,4.9
257,Tangy Smoothie,"['strawberry', 'egg', 'banana', 'chicken']",554,29.5,22.8,64.0,3,4.9
258,Creamy Soup,"['olive oil', 'banana', 'cheese', 'grapes', 'milk']",353,5.9,20.0,27.6,3,4.3
259,Grilled Pasta,"['beans', 'corn', 'chicken', 'apple', 'almonds']",409,26.7,7.8,11.5,4,5.0
260,Savory Soup,"['banana', 'tofu', 'cashew', 'onion', 'lemon']",296,3.6,28.4,62.4,3,4.8
261,Fresh Curry,"['carrot', 'soy sauce', 'chili', 'cucumber', 'honey']",471,21.6,26.0,37.8,4,4.1
262,Savory Toast,"['pasta', 'orange', 'butter']",514,19.5,13.4,34.6,2,4.4
263,Tangy Bowl,"['avocado', 'garlic', 'strawberry', 'ginger']",406,26.7,27.1,54.6,3,4.7
264,Crispy Toast,"['peas', 'butter', 'bread', 'yogurt', 'strawberry', 'spices']",542,14.0,27.2,40.5,4,4.0
265,Spicy Pasta,"['banana', 'chili', 'peas', 'potato']",362,8.7,12.3,45.0,2,3.9
266,Savory Toast,"['zucchini', 'butter', 'mushroom', 'corn', 'onion', 'tofu']",366,8.2,25.0,15.2,2,4.3
267,Spicy Casserole,"['corn', 'spices', 'ginger', 'carrot']",509,3.0,7.2,34.3,1,4.1
268,Savory Wrap,"['zucchini', 'cheese', 'onion', 'chili', 'lettuce']",355,8.4,33.6,64.8,4,4.3
269,Spicy Smoothie,"['potato', 'cucumber', 'cheese', 'tofu', 'lemon', 'garlic']",192,4.1,6.0,45.9,4,4.6
270,Zesty Toast,"['lemon', 'corn', 'tofu', 'yogurt', 'chili', 'honey']",477,1.0,29.3,77.0,1,4.0
271,Savory Bowl,"['soy sauce', 'apple', 'chicken']",424,12.2,6.5,15.8,3,4.2
272,Fresh Wrap,"['beans', 'mushroom', 'paneer', 'oats']",425,22.2,6.3,55.8,4,4.9
273,Fresh Stir Fry,"['mushroom', 'spices', 'tofu', 'strawberry', 'paneer']",465,29.1,6.0,73.6,2,3.5
274,Savory Wrap,"['bread', 'broccoli', 'garlic', 'almonds', 'butter']",228,26.7,9.5,64.6,4,3.6
275,Spicy Toast,"['cheese', 'olive oil', 'cashew', 'potato', 'spices', 'garlic']",292,15.3,9.6,59.7,1,3.9
276,Tangy Toast,"['onion', 'broccoli', 'spices', 'soy sauce', 'zucchini']",192,12.0,12.0,33.0,4,3.5
277,Grilled Wrap,"['avocado', 'chicken', 'fish', 'honey']",308,16.8,21.9,76.2,3,3.7
278,Grilled Casserole,"['chili', 'spices', 'oats', 'cashew', 'olive oil', 'avocado']",190,3.9,9.7,46.5,1,4.8
279,Spicy Toast,"['lemon', 'cream', 'ginger', 'grapes']",411,14.9,28.7,46.6,1,3.5
280,Spicy Curry,"['onion', 'paneer', 'cashew', 'bread']",254,26.1,13.2,14.2,2,5.0
281,Savory Soup,"['banana', 'lettuce', 'mushroom']",563,19.9,3.5,5.4,4,3.8
282,Crispy Soup,"['peas', 'paneer', 'cheese']",229,20.9,20.9,49.7,1,4.0
283,Spicy Stir Fry,"['banana', 'paneer', 'soy sauce']",424,5.7,9.9,45.3,3,4.7
284,Savory Smoothie,"['avocado', 'spices', 'lettuce', 'tofu', 'garlic', 'cucumber']",317,3.1,37.5,76.0,3,4.9
285,Fresh Wrap,"['avocado', 'corn', 'egg', 'peas', 'chili']",350,25.5,14.6,27.9,3,4.7
286,Tangy Smoothie,"['banana', 'honey', 'ginger', 'cashew', 'zucchini']",450,9.6,2.1,61.1,2,4.9
287,Savory Stir Fry,"['bread', 'honey', 'grapes', 'tofu']",474,10.2,27.5,72.8,3,4.3
288,Savory Stir Fry,"['pasta', 'chili', 'oats', 'yogurt']",540,28.6,36.5,30.8,2,4.4
289,Creamy Wrap,"['tofu', 'cream', 'almonds', 'olive oil', 'zucchini', 'egg']",577,3.2,33.7,35.9,3,4.4
290,Spicy Bowl,"['bread', 'ginger', 'honey', 'olive oil', 'broccoli', 'spices']",482,5.9,27.4,53.4,4,3.6
291,Spicy Smoothie,"['banana', 'avocado', 'honey', 'ginger', 'lemon', 'tofu']",498,11.9,7.7,43.4,3,4.2
292,Fresh Curry,"['bread', 'yogurt', 'zucchini', 'garlic', 'olive oil', 'banana']",479,22.2,5.4,17.1,3,3.7
293,Spicy Salad,"['lettuce', 'milk', 'almonds', 'potato', 'cheese']",183,16.9,21.4,21.6,2,3.9
294,Fresh Pasta,"['potato', 'spices', 'spinach', 'tofu', 'grapes']",308,27.0,29.5,67.6,4,4.8
295,Spicy Casserole,"['chili', 'peas', 'cashew', 'paneer', 'mushroom', 'spinach']",507,3.7,5.8,19.6,4,3.9
296,Grilled Pasta,"['strawberry', 'lettuce', 'milk', 'honey']",373,18.2,11.7,18.6,2,3.9
297,Grilled Wrap,"['lettuce', 'spinach', 'onion']",523,18.8,10.8,65.0,4,4.0
298,Creamy Casserole,"['banana', 'peas', 'lettuce', 'soy sauce', 'chili', 'yogurt']",583,15.0,39.6,68.9,3,4.4
299,Fresh Wrap,"['orange', 'olive oil', 'lemon', 'spices', 'almonds']",272,1.9,13.2,68.9,3,4.4
300,Zesty Smoothie,"['honey', 'apple', 'butter', 'cucumber', 'bell pepper']",179,28.3,19.6,74.9,4,3.8
301,Grilled Casserole,"['tomato', 'strawberry', 'egg', 'lettuce', 'butter', 'almonds']",275,5.8,5.8,79.6,3,3.6
302,Creamy Soup,"['paneer', 'corn', 'avocado', 'ginger', 'fish', 'apple']",194,26.8,8.6,39.6,4,4.0
303,Zesty Curry,"['orange', 'ginger', 'spinach', 'milk', 'avocado', 'olive oil']",372,5.6,3.5,46.2,2,4.2
304,Spicy Stir Fry,"['bell pepper', 'yogurt', 'almonds', 'chili']",209,3.9,13.0,26.8,2,4.2
305,Savory Toast,"['apple', 'bell pepper', 'almonds', 'lemon', 'carrot']",382,7.0,32.5,10.1,2,4.8
306,Fresh Curry,"['carrot', 'garlic', 'spices', 'bell pepper', 'broccoli']",463,6.5,13.9,12.4,1,4.6
307,Fresh Curry,"['zucchini', 'paneer', 'mushroom']",461,21.2,30.1,59.4,3,4.7
308,Zesty Casserole,"['chicken', 'bread', 'garlic']",178,21.9,5.6,41.5,2,3.6
309,Creamy Casserole,"['mushroom', 'ginger', 'chicken', 'lettuce']",308,22.2,30.8,29.8,4,4.5
310,Spicy Smoothie,"['butter', 'tofu', 'rice', 'pasta', 'almonds', 'strawberry']",491,8.7,3.7,14.6,4,3.6
311,Savory Smoothie,"['fish', 'chicken', 'spices', 'yogurt', 'bread', 'cashew']",529,9.2,34.4,54.2,2,4.7
312,Creamy Bowl,"['zucchini', 'grapes', 'spices']",486,7.9,27.2,12.5,2,4.1
313,Tangy Salad,"['fish', 'cucumber', 'chili', 'oats', 'broccoli']",529,2.4,8.5,51.5,2,4.7
314,Savory Wrap,"['tomato', 'zucchini', 'ginger']",239,17.6,15.6,72.5,4,4.9
315,Creamy Toast,"['spinach', 'rice', 'zucchini', 'apple']",211,25.4,18.6,28.8,1,4.0
316,Tangy Wrap,"['grapes', 'soy sauce', 'potato', 'butter', 'lemon']",156,5.5,25.6,38.8,2,4.8
317,Grilled Toast,"['avocado', 'honey', 'chili', 'potato']",512,11.5,35.4,51.2,4,4.2
318,Grilled Bowl,"['potato', 'soy sauce', 'olive oil']",220,13.4,5.5,27.9,4,4.9
319,Zesty Casserole,"['yogurt', 'strawberry', 'tofu', 'pasta', 'chicken', 'carrot']",509,9.5,33.0,48.8,2,3.7
320,Crispy Wrap,"['bell pepper', 'oats', 'almonds']",155,20.2,8.9,47.4,3,4.7
321,Savory Casserole,"['corn', 'tomato', 'zucchini', 'paneer', 'avocado']",233,18.4,17.2,32.3,4,4.6
322,Zesty Smoothie,"['corn', 'strawberry', 'grapes', 'paneer']",404,6.8,38.6,28.7,3,4.8
323,Fresh Curry,"['chili', 'grapes', 'spices']",327,1.7,12.3,37.1,3,4.9
324,Zesty Wrap,"['broccoli', 'egg', 'fish']",417,6.0,16.7,5.4,1,4.5
325,Fresh Wrap,"['beans', 'ginger', 'soy sauce', 'mushroom']",414,9.5,34.3,23.5,4,4.4
326,Savory Smoothie,"['carrot', 'corn', 'banana', 'olive oil', 'chili']",550,3.4,32.4,21.6,1,3.6
327,Spicy Wrap,"['olive oil', 'garlic', 'potato', 'cucumber', 'cream']",571,25.5,26.7,60.5,2,4.3
328,Tangy Soup,"['tomato', 'oats', 'avocado']",519,9.9,32.3,37.7,1,4.0
329,Crispy Pasta,"['milk', 'peas', 'rice']",282,12.5,6.3,68.0,2,4.3
330,Tangy Stir Fry,"['egg', 'fish', 'pasta', 'grapes', 'cheese', 'bell pepper']",235,15.2,28.5,15.1,3,4.0
331,Tangy Stir Fry,"['cream', 'yogurt', 'olive oil', 'oats']",340,20.2,4.2,60.0,4,4.5
332,Zesty Bowl,"['chili', 'beans', 'cashew', 'olive oil']",214,3.6,37.8,70.8,1,3.7
333,Spicy Bowl,"['rice', 'orange', 'banana']",533,16.8,8.1,39.7,4,4.5
334,Fresh Curry,"['potato', 'grapes', 'ginger']",549,6.4,17.8,31.9,3,5.0
335,Fresh Toast,"['pasta', 'ginger', 'olive oil', 'egg', 'butter', 'tomato']",597,26.7,24.4,27.9,3,5.0
336,Crispy Bowl,"['chicken', 'honey', 'cheese']",287,11.7,32.5,46.4,3,4.6
337,Fresh Wrap,"['grapes', 'tomato', 'garlic', 'potato', 'broccoli']",525,13.9,27.8,18.2,3,4.4
338,Crispy Wrap,"['cheese', 'yogurt', 'cashew', 'cucumber', 'bread', 'tomato']",210,8.6,8.9,50.5,3,3.6
339,Spicy Curry,"['potato', 'cream', 'yogurt']",544,14.5,16.4,68.1,3,4.1
340,Zesty Pasta,"['peas', 'egg', 'olive oil']",165,7.6,15.6,69.4,1,4.7
341,Savory Pasta,"['orange', 'bread', 'olive oil']",321,8.8,3.1,15.5,4,3.7
342,Zesty Casserole,"['yogurt', 'banana', 'corn']",563,2.8,28.0,45.4,1,4.0
343,Tangy Wrap,"['chili', 'olive oil', 'carrot', 'garlic']",369,22.8,33.9,24.7,3,4.2
344,Tangy Toast,"['honey', 'grapes', 'bell pepper', 'ginger', 'mushroom']",289,20.4,39.0,71.5,2,4.6
345,Tangy Smoothie,"['oats', 'grapes', 'bread', 'honey']",418,3.5,7.0,10.7,2,4.3
346,Crispy Stir Fry,"['mushroom', 'butter', 'apple', 'banana', 'bell pepper', 'peas']",182,11.0,37.0,10.7,3,3.9
347,Zesty Stir Fry,"['lemon', 'tomato', 'garlic', 'honey']",284,16.7,6.3,6.4,3,4.1
348,Fresh Curry,"['soy sauce', 'milk', 'rice']",514,29.2,17.6,43.0,3,4.2
349,Fresh Smoothie,"['milk', 'cheese', 'chili', 'oats', 'peas', 'garlic']",445,18.1,3.7,7.3,4,4.5
350,Creamy Bowl,"['egg', 'peas', 'spinach', 'strawberry', 'broccoli']",471,17.1,11.9,48.6,4,4.6
351,Grilled Pasta,"['egg', 'orange', 'pasta', 'bell pepper', 'corn', 'banana']",189,25.4,13.9,35.4,1,4.2
352,Fresh Wrap,"['olive oil', 'grapes', 'soy sauce', 'butter', 'onion']",404,24.7,28.8,49.3,4,3.8
353,Zesty Casserole,"['beans', 'spices', 'broccoli', 'chili']",383,13.1,27.8,73.0,3,4.1
354,Zesty Curry,"['lemon', 'lettuce', 'cheese']",411,16.5,31.2,46.4,4,4.4
355,Fresh Stir Fry,"['mushroom', 'bread', 'chili', 'bell pepper', 'garlic']",334,26.1,23.9,45.8,2,4.3
356,Fresh Smoothie,"['banana', 'apple', 'cashew', 'ginger', 'oats']",178,14.8,23.5,79.9,2,5.0
357,Grilled Stir Fry,"['mushroom', 'cheese', 'peas', 'strawberry', 'beans', 'soy sauce']",405,26.6,39.2,40.4,3,4.3
358,Spicy Bowl,"['spices', 'paneer', 'butter', 'chili', 'peas', 'potato']",589,14.8,27.5,63.1,4,3.9
359,Grilled Stir Fry,"['banana', 'cashew', 'cream']",440,3.3,14.9,32.4,4,3.9
360,Spicy Salad,"['almonds', 'rice', 'paneer', 'corn']",235,27.2,21.9,21.7,1,4.1
361,Zesty Soup,"['milk', 'oats', 'tomato', 'chicken', 'almonds', 'apple']",338,21.7,28.6,62.9,1,4.5
362,Crispy Curry,"['cucumber', 'zucchini', 'yogurt', 'beans']",230,15.6,5.6,60.0,2,4.4
363,Spicy Casserole,"['cheese', 'butter', 'soy sauce', 'lemon']",280,27.1,27.1,26.8,3,3.7
364,Zesty Wrap,"['cream', 'fish', 'strawberry', 'tomato']",545,24.2,11.4,39.9,2,4.1
365,Crispy Wrap,"['bread', 'potato', 'onion', 'ginger', 'cream']",202,20.6,15.1,43.3,3,4.0
366,Tangy Soup,"['milk', 'lemon', 'lettuce', 'zucchini', 'strawberry']",443,19.0,27.7,34.8,3,3.8
367,Spicy Stir Fry,"['strawberry', 'tomato', 'cheese', 'egg', 'mushroom']",495,4.5,16.6,42.7,3,4.0
368,Crispy Curry,"['paneer', 'onion', 'fish', 'milk', 'almonds']",520,23.0,33.9,54.7,3,4.5
369,Creamy Toast,"['chili', 'carrot', 'banana']",209,6.0,23.2,68.6,4,4.7
370,Crispy Curry,"['yogurt', 'carrot', 'milk', 'oats']",266,29.5,39.5,65.5,3,3.8
371,Spicy Soup,"['avocado', 'soy sauce', 'pasta', 'broccoli', 'almonds', 'oats']",529,29.2,4.1,51.1,4,4.0
372,Grilled Casserole,"['fish', 'rice', 'spinach', 'cheese', 'beans', 'oats']",410,24.4,26.4,17.4,3,4.7
373,Zesty Curry,"['chicken', 'lettuce', 'cashew', 'grapes', 'mushroom', 'corn']",151,4.7,8.0,43.6,4,4.7
374,Fresh Curry,"['spices', 'broccoli', 'butter']",172,13.3,34.3,38.5,4,4.4
375,Savory Casserole,"['spinach', 'lemon', 'onion', 'apple', 'cashew']",589,29.7,34.4,18.4,2,4.2
376,Fresh Bowl,"['zucchini', 'pasta', 'egg', 'peas', 'olive oil', 'soy sauce']",591,13.6,35.0,76.2,2,4.9
377,Savory Wrap,"['cream', 'lemon', 'rice']",156,29.9,4.8,54.5,1,3.9
378,Crispy Stir Fry,"['chili', 'honey', 'rice', 'beans']",275,19.2,20.7,77.6,2,4.5
379,Savory Stir Fry,"['chili', 'garlic', 'egg']",173,25.2,11.2,60.2,2,3.7
380,Spicy Casserole,"['banana', 'honey', 'onion']",391,8.5,38.9,41.3,3,4.6
381,Creamy Pasta,"['butter', 'ginger', 'cucumber', 'olive oil']",336,27.4,3.9,31.9,1,3.6
382,Fresh Stir Fry,"['peas', 'garlic', 'corn', 'olive oil', 'oats', 'broccoli']",346,27.5,10.5,21.4,2,4.6
383,Creamy Soup,"['pasta', 'spices', 'almonds', 'broccoli', 'yogurt', 'carrot']",226,2.9,26.4,41.6,2,3.9
384,Fresh Soup,"['orange', 'garlic', 'broccoli', 'egg', 'cheese', 'tofu']",241,12.3,17.3,9.7,4,4.4
385,Creamy Soup,"['chicken', 'bell pepper', 'garlic', 'spinach', 'olive oil']",589,12.5,10.9,32.7,1,3.7
386,Spicy Toast,"['bread', 'bell pepper', 'chili', 'cheese', 'cashew', 'carrot']",168,10.5,19.4,8.2,1,4.7
387,Crispy Casserole,"['corn', 'fish', 'avocado']",433,9.0,32.4,20.5,1,3.9
388,Crispy Stir Fry,"['paneer', 'grapes', 'avocado', 'spices', 'orange']",561,14.3,19.0,73.1,4,4.0
389,Spicy Pasta,"['lemon', 'corn', 'bell pepper', 'yogurt']",515,26.3,34.6,32.1,1,4.7
390,Zesty Stir Fry,"['corn', 'onion', 'grapes']",529,23.8,19.0,40.2,1,4.0
391,Crispy Curry,"['spices', 'paneer', 'cheese', 'lettuce', 'oats']",485,19.1,6.5,39.1,4,4.2
392,Fresh Stir Fry,"['almonds', 'banana', 'honey']",364,16.2,20.9,8.5,1,4.0
393,Fresh Toast,"['cheese', 'apple', 'cream']",264,13.2,26.8,78.5,1,4.6
394,Creamy Bowl,"['cheese', 'onion', 'banana']",314,13.0,5.9,29.3,3,3.8
395,Fresh Soup,"['beans', 'cream', 'rice', 'pasta']",277,5.3,17.7,57.8,2,4.3
396,Zesty Soup,"['carrot', 'rice', 'garlic', 'lettuce', 'pasta', 'tofu']",363,18.1,23.2,44.1,1,4.6
397,Creamy Salad,"['spices', 'grapes', 'peas', 'carrot', 'egg']",518,23.0,2.0,67.2,4,4.3
398,Grilled Stir Fry,"['orange', 'corn', 'grapes', 'cucumber', 'chili']",313,28.2,5.5,67.6,3,4.4
399,Zesty Wrap,"['garlic', 'bread', 'tofu']",288,27.8,25.0,24.7,2,5.0
400,Creamy Wrap,"['almonds', 'garlic', 'banana', 'ginger', 'egg']",572,17.3,25.5,45.8,2,4.5
